command,mean,stddev,median,user,system,min,max
target_grk/bin/x86_64/MatchOptions 10,0.0008584247400000007,0.000492779375336536,0.0005917315400000005,0.00101642,0.00042788,0.0003512275400000006,0.0015084345400000006
target_grk/bin/x86_64/MatchOptions 100,0.0019151957400000007,0.0006132041389716444,0.0020350305400000006,0.00071492,0.0019831299999999996,0.0008031285400000004,0.002925760540000001
target_grk/bin/x86_64/MatchOptions 1000,0.0015765585400000005,0.0005183028008983853,0.0015549580400000007,0.0007634599999999999,0.00156094,0.0009917875400000003,0.0026093055400000006
target_grk/bin/x86_64/MatchOptions 10000,0.0023678358400000005,0.0007980117383418269,0.0021180455400000003,0.00130516,0.0018154400000000002,0.0014286265400000003,0.0036088015400000005
