command,mean,stddev,median,user,system,min,max
target_grk/bin/x86_64/SumRange 10,0.0012920467999999997,0.0006182515839773124,0.0011954855999999998,0.000666076,0.00149836,0.0006167360999999997,0.0026040561
target_grk/bin/x86_64/SumRange 100,0.0014925301999999998,0.0005000828191479776,0.0013089921,0.0009034199999999999,0.0013883000000000003,0.0009775790999999997,0.0024979751
target_grk/bin/x86_64/SumRange 1000,0.0012820659999999997,0.0005559548927940608,0.0012300585999999998,0.0009274639999999999,0.0010744399999999999,0.0003827070999999995,0.0024598900999999998
target_grk/bin/x86_64/SumRange 10000,0.0008480344999999996,0.0002471082248958046,0.0008784715999999996,0.000257188,0.0016631799999999998,0.0005213800999999997,0.0012382080999999998
