command,mean,stddev,median,user,system,min,max
target_grk/bin/x86_64/FibonacciRecursive 5,0.00023584433399999961,0.0001442776878044914,0.00023287925999999947,0.0004927000000000002,0.0005855599999999999,0,0.0004798982599999995
target_grk/bin/x86_64/FibonacciRecursive 10,0.0012175059599999999,0.00047882533164657814,0.0011515177599999995,0.0007973000000000001,0.0012569999999999999,0.0007203962599999995,0.0021188792599999996
target_grk/bin/x86_64/FibonacciRecursive 20,0.0013538892599999999,0.00041617539980904955,0.0014001737599999996,0.0007482000000000002,0.0014338999999999997,0.0007672782599999998,0.0019122092599999998
